1.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	25.0	10.0	0.0	10.0	10.0	4.0	6.0	1.0	10.0	10.0	10.0	11.0	0.0	1.0	25.0	25.0	0.0	0.0	0.0	4.0	4.0	4.0	6.0	6.0	6.0	1.0	1.0	11.0	11.0	11.0	0.0	0.0	1.0	1.0	1.0	5.0	3	0	12	12	12	8	10	9	22	12	0	10	7	0	0	0	14	28	12	12	4	0	
1.1	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	25.0	10.0	0.0	10.0	10.0	4.0	6.0	1.0	10.0	10.0	10.0	11.0	0.0	1.0	25.0	25.0	0.0	0.0	0.0	4.0	4.0	4.0	6.0	6.0	6.0	1.0	1.0	11.0	11.0	11.0	0.0	0.0	1.0	1.0	1.0	5.0	3	0	12	12	12	8	10	9	22	12	0	10	7	0	0	0	14	28	12	12	4	0	
1.2	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	25.0	10.0	0.0	10.0	10.0	4.0	6.0	1.0	10.0	10.0	10.0	11.0	0.0	1.0	25.0	25.0	0.0	0.0	0.0	4.0	4.0	4.0	6.0	6.0	6.0	1.0	1.0	11.0	11.0	11.0	0.0	0.0	1.0	1.0	1.0	5.0	3	0	12	12	12	8	10	9	22	12	0	11	7	0	0	0	14	29	12	12	4	0	
1.3	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	25.0	10.0	0.0	10.0	10.0	4.0	6.0	1.0	10.0	10.0	10.0	11.0	0.0	1.0	25.0	25.0	0.0	0.0	0.0	4.0	4.0	4.0	6.0	6.0	6.0	1.0	1.0	11.0	11.0	11.0	0.0	0.0	1.0	1.0	1.0	5.0	3	0	12	13	13	8	10	9	23	13	0	11	7	0	0	0	14	29	13	12	4	0	
1.4	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	25.0	10.0	0.0	10.0	10.0	4.0	6.0	1.0	10.0	10.0	10.0	11.0	0.0	1.0	25.0	25.0	0.0	0.0	0.0	4.0	4.0	4.0	6.0	6.0	6.0	1.0	1.0	11.0	11.0	11.0	0.0	0.0	1.0	1.0	1.0	5.0	3	0	12	13	13	8	10	9	23	13	0	11	8	0	0	0	14	29	13	12	4	0	
1.5	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	25.0	10.0	0.0	10.0	10.0	4.0	6.0	1.0	10.0	10.0	10.0	11.0	0.0	1.0	25.0	25.0	0.0	0.0	0.0	4.0	4.0	4.0	6.0	6.0	6.0	1.0	1.0	11.0	11.0	11.0	0.0	0.0	1.0	1.0	1.0	5.0	3	0	12	13	13	8	10	10	23	13	0	11	8	0	0	0	14	29	13	12	4	0	
1.6	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	25.0	10.0	0.0	10.0	10.0	4.0	6.0	1.0	10.0	10.0	10.0	11.0	0.0	1.0	25.0	25.0	0.0	0.0	0.0	4.0	4.0	4.0	6.0	6.0	6.0	1.0	1.0	11.0	11.0	11.0	0.0	0.0	1.0	1.0	1.0	5.0	3	0	12	13	13	8	10	10	23	13	0	11	8	0	0	0	14	29	13	12	4	0	
1.7	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	25.0	10.0	0.0	10.0	10.0	4.0	6.0	1.0	10.0	10.0	10.0	11.0	0.0	1.0	25.0	25.0	0.0	0.0	0.0	4.0	4.0	4.0	6.0	6.0	6.0	1.0	1.0	11.0	11.0	11.0	0.0	0.0	1.0	1.0	1.0	5.0	3	0	12	13	13	8	10	10	23	13	0	11	8	0	0	0	14	29	13	12	4	0	
1.8	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	25.0	10.0	0.0	10.0	10.0	4.0	6.0	1.0	10.0	10.0	10.0	11.0	0.0	1.0	25.0	25.0	0.0	0.0	0.0	4.0	4.0	4.0	6.0	6.0	6.0	1.0	1.0	11.0	11.0	11.0	0.0	0.0	1.0	1.0	1.0	5.0	3	0	12	13	13	8	10	10	23	13	0	11	8	0	0	0	14	29	13	12	4	0	
1.9	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	25.0	10.0	0.0	10.0	10.0	4.0	6.0	1.0	10.0	10.0	10.0	11.0	0.0	1.0	25.0	25.0	0.0	0.0	0.0	4.0	4.0	4.0	6.0	6.0	6.0	1.0	1.0	11.0	11.0	11.0	0.0	0.0	1.0	1.0	1.0	5.0	3	0	12	13	13	9	10	10	23	13	0	11	8	0	0	0	14	30	13	12	5	0	
2.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	25.0	10.0	0.0	10.0	10.0	4.0	6.0	1.0	10.0	10.0	10.0	11.0	0.0	1.0	25.0	25.0	0.0	0.0	0.0	4.0	4.0	4.0	6.0	6.0	6.0	1.0	1.0	11.0	11.0	11.0	0.0	0.0	1.0	1.0	1.0	5.0	3	0	12	13	13	9	11	10	23	13	0	11	8	0	0	0	14	30	13	12	5	0	
