0	0	0	6.7161289031679985	12	0
1	0	0	16.744072232959997	10	1
2	0	0	18.092288	5	0
3	0	0	10.1526016	6	0
4	0	0	1.6655257599999997	7	1
5	0	0	5.047347200000001	5	1
6	0	0	6.6062848	6	0
7	0	0	7.9702528	6	1
8	0	0	42.1823634243584	11	1
9	0	0	37.81189345280001	9	0
10	0	0	47.63776	4	0
11	0	0	20.16896	5	1
12	0	0	3.12	2	0
13	0	0	46.0898816	5	0
14	0	0	134.06873599999997	4	1
15	0	0	62.1376	7	1
16	0	0	5.188806656	8	1
17	0	0	1.708903277029609	23	1
18	0	0	18.080000000000002	7	1
19	0	0	299.0237695999999	5	0
20	0	0	29.030041599999993	5	0
21	0	0	338.6624000000001	3	0
0	0	1	6.7161289031679985	12	1
1	0	1	16.629819392	9	0
2	0	1	18.092288	5	1
3	0	1	10.1526016	6	1
4	0	1	1.44876544	6	0
5	0	1	4.959488000000001	4	0
6	0	1	6.6062848	6	1
7	0	1	7.596288	5	0
8	0	1	42.039213506559996	10	0
9	0	1	35.307055104	8	0
10	0	1	47.63776	4	1
11	0	1	19.3088	4	0
12	0	1	1.56	1	0
13	0	1	39.761151999999996	4	0
14	0	1	130.45376	3	0
15	0	1	58.946816	6	0
16	0	1	4.94789632	7	0
17	0	1	1.6715643524797457	22	0
18	0	1	18.063616	6	0
19	0	1	299.0237695999999	5	1
20	0	1	29.030041599999993	5	1
21	0	1	299.39199999999994	2	0
0	0	2	6.286672438886399	11	0
1	0	2	15.317002239999997	8	0
2	0	2	16.912640000000003	4	0
3	0	2	10.004736	5	0
4	0	2	1.44876544	6	1
5	0	2	3.86944	3	0
6	0	2	6.091008000000001	5	0
7	0	2	6.959359999999999	4	0
8	0	2	38.511636070399994	9	0
9	0	2	35.307055104	8	1
10	0	2	43.0016	3	0
11	0	2	17.311999999999998	3	0
12	0	2	0	0	0
13	0	2	39.761151999999996	4	1
14	0	2	95.6608	2	0
15	0	2	58.51263999999999	5	0
16	0	2	4.824033279999999	6	0
17	0	2	1.6715643524797457	22	1
18	0	2	15.376639999999998	5	0
19	0	2	265.76588799999996	4	0
20	0	2	28.958464000000003	4	0
21	0	2	299.39199999999994	2	1
0	0	3	6.286672438886399	11	1
1	0	3	15.317002239999997	8	1
2	0	3	16.313599999999997	3	0
3	0	3	8.43392	4	0
4	0	3	1.4121472000000002	5	0
5	0	3	3.86944	3	1
6	0	3	6.037759999999999	4	0
7	0	3	6.959359999999999	4	1
8	0	3	38.511636070399994	9	1
9	0	3	32.3799552	7	0
10	0	3	37.727999999999994	2	0
11	0	3	17.311999999999998	3	1
12	0	3	0	0	1
13	0	3	33.97632	3	0
14	0	3	95.6608	2	1
15	0	3	58.51263999999999	5	1
16	0	3	4.824033279999999	6	1
17	0	3	1.66329399771535	21	0
18	0	3	15.376639999999998	5	1
19	0	3	265.76588799999996	4	1
20	0	3	22.008319999999998	3	0
21	0	3	174.24	1	0
0	0	4	6.110253301759999	10	0
1	0	4	14.147839999999999	7	0
2	0	4	16.313599999999997	3	1
3	0	4	8.43392	4	1
