1.0	0	70048.79999999602	0.0	684179.4999999987	298382.20000001095	33121.679999996355	106519.48000000326	153620.50000000128	165846.40000000273	760147.9599999927	1418397.399999979	0.0	811894.0	96549.30000001968	0.0	0.0	0.0	111242.00000002445	22807.310000001973	573736.0	10208980.85999955	476655.04999997234	0.0	3.0	0.0	4.0	4.0	4.0	3.0	4.0	4.0	6.0	4.0	0.0	4.0	3.0	0.0	0.0	0.0	4.0	5.0	4.0	4.0	3.0	0.0	
1.0	1	69832.21999999581	0.0	537060.450000091	215895.6000000399	24060.640000000574	100308.66000000336	126527.70000002303	162410.70000000118	676051.7599999991	1025870.1000001831	0.0	614617.5	86183.10000001697	0.0	0.0	0.0	80860.96000001137	18683.140000001156	415029.0	8013054.360000341	594232.6299999253	0.0	3.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	0.0	3.0	3.0	0.0	0.0	0.0	3.0	4.0	3.0	3.0	4.0	0.0	
1.0	2	72407.51999999855	0.0	637251.8500000299	280093.750000013	31312.49999999667	107572.42000000188	134547.70000002533	169842.0000000008	819050.2800000029	1330494.849999985	0.0	650555.5	97479.45000002159	0.0	0.0	0.0	104497.8800000202	26144.159999999134	538339.0	9510104.229999833	599553.2699999252	0.0	3.0	0.0	4.0	4.0	4.0	3.0	4.0	3.0	5.0	4.0	0.0	4.0	3.0	0.0	0.0	0.0	4.0	6.0	4.0	4.0	4.0	0.0	
1.0	3	56708.19999999264	0.0	705362.1999999798	284083.45000001387	31707.17999999689	110223.30000000205	171513.3999999957	219738.84999998804	849515.6400000184	1349671.1499999762	0.0	835100.5	99624.45000002235	0.0	0.0	0.0	106413.9600000216	24842.299999998155	546061.0	10524447.199999362	498986.3899999685	0.0	3.0	0.0	4.0	4.0	4.0	3.0	4.0	4.0	5.0	4.0	0.0	4.0	3.0	0.0	0.0	0.0	4.0	5.0	4.0	4.0	3.0	0.0	
1.0	4	77711.81999999087	0.0	585489.6000000569	235253.55000004414	25975.620000000534	89367.24000000094	108985.80000000725	140099.55000000584	793765.8400000195	1119047.250000145	0.0	696900.0	81220.3500000008	0.0	0.0	0.0	87240.44000001554	26920.759999997466	452505.0	8734464.299999904	527072.3399999295	0.0	4.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	5.0	3.0	0.0	3.0	3.0	0.0	0.0	0.0	3.0	5.0	3.0	3.0	4.0	0.0	
1.0	5	61662.23999999186	0.0	565646.7000000633	227432.25000004168	25201.90000000061	107395.84000000308	138432.0000000194	169362.44999999963	1031855.559999902	1081365.1500001638	0.0	673720.5	76244.30000000056	0.0	0.0	0.0	84343.96000001536	24904.939999997983	437358.0	8438779.110000284	523952.4699999615	0.0	3.0	0.0	3.0	3.0	3.0	3.0	3.0	3.0	6.0	3.0	0.0	3.0	2.0	0.0	0.0	0.0	3.0	5.0	3.0	3.0	3.0	0.0	
1.0	6	70920.57999999708	0.0	646769.0500000131	260303.3500000243	29354.73999999771	116298.95999999887	155140.60000000783	198959.50000000183	926751.3599999348	1235507.350000038	0.0	761093.5	105394.50000002404	0.0	0.0	0.0	103163.16000002061	25488.059999999008	500044.0	9652012.479999516	606984.2599999303	0.0	3.0	0.0	4.0	4.0	4.0	3.0	4.0	4.0	6.0	4.0	0.0	4.0	3.0	0.0	0.0	0.0	4.0	6.0	4.0	4.0	4.0	0.0	
1.0	7	77803.82000000408	0.0	697415.7999999885	281019.1000000127	31404.039999996567	114439.4200000016	140065.50000001825	179733.14999999545	735264.1200000051	1334942.4999999884	0.0	826906.0	103600.50000002354	0.0	0.0	0.0	104878.0000000207	25808.629999997942	540130.0	10406104.319999598	529784.7099999612	0.0	3.0	0.0	4.0	4.0	4.0	3.0	3.0	3.0	4.0	4.0	0.0	4.0	3.0	0.0	0.0	0.0	4.0	5.0	4.0	4.0	3.0	0.0	
1.0	8	73777.98000000013	0.0	638198.9500000046	257118.10000002346	29039.63999999753	111834.32000000204	155858.8000000024	199677.0999999958	1118600.3999998784	1220108.2000000232	0.0	758272.0	101309.25000002222	0.0	0.0	0.0	105614.16000002247	33565.49000000172	493879.0	9524381.059999473	500930.4699999674	0.0	3.0	0.0	4.0	4.0	4.0	3.0	4.0	4.0	7.0	4.0	0.0	4.0	3.0	0.0	0.0	0.0	4.0	8.0	4.0	4.0	3.0	0.0	
1.0	9	77459.84000000356	0.0	577295.8000000688	236834.80000003718	27033.119999999803	113783.24000000008	140814.40000001952	180512.35000000134	914800.400000033	1122706.9000001424	0.0	681565.0	99431.40000002239	0.0	0.0	0.0	98699.76000002035	26205.529999998267	454621.0	8617372.330000263	530245.1499999631	0.0	3.0	0.0	4.0	4.0	4.0	3.0	4.0	4.0	5.0	4.0	0.0	4.0	3.0	0.0	0.0	0.0	4.0	5.0	4.0	4.0	3.0	0.0	
